Execution_ID,Process_Name,Arrival_Time,Duration,Priority,Algorithm,Entry_CPU_Time,Exit_CPU_Time,Quantum
1,processx,1,20,3,Dynamic_priority,[1,120],[5,136],0,
1,processy,5,25,4,Dynamic_priority,[5,105],[15,120],0,
1,processz,15,30,5,Dynamic_priority,[15],[45],0,
1,processa,20,30,4,Dynamic_priority,[75],[105],0,
1,processb,20,30,5,Dynamic_priority,[45],[75],0,
2,processx,1,20,3,FIFO,[1],[21],0,
2,processy,5,25,4,FIFO,[21],[46],0,
2,processz,15,30,5,FIFO,[46],[76],0,
2,processa,20,30,4,FIFO,[76],[106],0,
2,processb,20,30,5,FIFO,[106],[136],0,
3,processx,1,20,3,Round_robin,[1,9,13,21,29,33,57],[5,13,17,25,33,37,61],4,
3,processy,5,25,4,Round_robin,[5,17,41,49,53,69,77,78,87],[9,21,45,53,57,73,78,79,88],4,
3,processz,15,30,5,Round_robin,[25,61,79,92,104,116,128,140],[29,65,83,96,108,120,132,142],4,
3,processa,20,30,4,Round_robin,[37,65,83,96,108,120,132,142],[41,69,87,100,112,124,136,144],4,
3,processb,20,30,5,Round_robin,[45,73,88,100,112,124,136,144],[49,77,92,104,116,128,140,146],4,
4,processx,1,20,3,SJF,[1],[21],0,
4,processy,5,25,4,SJF,[21],[46],0,
4,processz,15,30,5,SJF,[106],[136],0,
4,processa,20,30,4,SJF,[76],[106],0,
4,processb,20,30,5,SJF,[46],[76],0,
5,processx,1,20,3,Static_priority,[1],[21],0,
5,processy,5,25,4,Static_priority,[111],[136],0,
5,processz,15,30,5,Static_priority,[51],[81],0,
5,processa,20,30,4,Static_priority,[81],[111],0,
5,processb,20,30,5,Static_priority,[21],[51],0,
6,processx,1,20,3,Round_robin,[1,9,13,21,29,33,57],[5,13,17,25,33,37,61],4,
6,processy,5,25,4,Round_robin,[5,17,41,49,53,69,77,78,87],[9,21,45,53,57,73,78,79,88],4,
6,processz,15,30,5,Round_robin,[25,61,79,92,104,116,128,140],[29,65,83,96,108,120,132,142],4,
6,processa,20,30,4,Round_robin,[37,65,83,96,108,120,132,142],[41,69,87,100,112,124,136,144],4,
6,processb,20,30,5,Round_robin,[45,73,88,100,112,124,136,144],[49,77,92,104,116,128,140,146],4,
7,processx,1,20,3,Round_robin,[1,9,13,21,29,33,57],[5,13,17,25,33,37,61],4,
7,processy,5,25,4,Round_robin,[5,17,41,49,53,69,77,78,87],[9,21,45,53,57,73,78,79,88],4,
7,processz,15,30,5,Round_robin,[25,61,79,92,104,116,128,140],[29,65,83,96,108,120,132,142],4,
7,processa,20,30,4,Round_robin,[37,65,83,96,108,120,132,142],[41,69,87,100,112,124,136,144],4,
7,processb,20,30,5,Round_robin,[45,73,88,100,112,124,136,144],[49,77,92,104,116,128,140,146],4,
8,processx,1,20,3,Round_robin,[1],[21],20,
8,processy,5,25,4,Round_robin,[21,101],[41,106],20,
8,processz,15,30,5,Round_robin,[41,106],[61,116],20,
8,processa,20,30,4,Round_robin,[61,116],[81,126],20,
8,processb,20,30,5,Round_robin,[81,126],[101,136],20,
9,processx,1,20,3,Dynamic_priority,[1,120],[5,136],0,
9,processy,5,25,4,Dynamic_priority,[5,105],[15,120],0,
9,processz,15,30,5,Dynamic_priority,[15],[45],0,
9,processa,20,30,4,Dynamic_priority,[75],[105],0,
9,processb,20,30,5,Dynamic_priority,[45],[75],0,
10,processx,1,20,3,FIFO,[1],[21],0,
10,processy,5,25,4,FIFO,[21],[46],0,
10,processz,15,30,5,FIFO,[46],[76],0,
10,processa,20,30,4,FIFO,[76],[106],0,
10,processb,20,30,5,FIFO,[106],[136],0,
11,processx,1,20,3,FIFO,[1],[21],0,
11,processy,5,25,4,FIFO,[21],[46],0,
11,processz,15,30,5,FIFO,[46],[76],0,
11,processa,20,30,4,FIFO,[76],[106],0,
11,processb,20,30,5,FIFO,[106],[136],0,
12,processx,1,20,3,FIFO,[1],[21],0,
12,processy,5,25,4,FIFO,[21],[46],0,
12,processz,15,30,5,FIFO,[46],[76],0,
12,processa,20,30,4,FIFO,[76],[106],0,
12,processb,20,30,5,FIFO,[106],[136],0,
13,processx,1,20,3,SJF,[1],[21],0,
13,processy,5,25,4,SJF,[21],[46],0,
13,processz,15,30,5,SJF,[106],[136],0,
13,processa,20,30,4,SJF,[76],[106],0,
13,processb,20,30,5,SJF,[46],[76],0,
